y,x
0.631205454989948,1.1-2.2
0.40739424691068576,1.1-2.2
0.9425713778606964,1.1-2.2
0.3836945478610084,1.1-2.2
0.3111327183562924,1.1-2.2
0.5175431820347549,1.1-2.2
0.2629535405285185,1.1-2.2
0.3224340358207745,1.1-2.2
0.5601599455534365,1.1-2.2
1.0,1.1-2.2
0.2506493312399999,1.1-2.2
0.48242100820818057,1.1-2.2
0.3076997488559681,1.1-2.2
0.2982914087225929,1.1-2.2
0.22214094807961457,1.1-2.2
1.0,1.1-2.2
0.7100987817211587,1.1-2.2
1.0,1.1-2.2
0.31511217687012055,1.1-2.2
0.8426465476618473,1.1-2.2
0.48963958803026514,1.1-2.2
0.16712877361189077,1.1-2.2
0.18159419639626018,1.1-2.2
0.6055690095510734,1.1-2.2
0.56975201634785,1.1-2.2
0.4936250180235311,1.1-2.2
0.5910864977843266,1.1-2.2
0.3012685733447361,1.1-2.2
0.22226324152286686,1.1-2.2
0.3169074047832326,1.1-2.2
0.42465589906429385,1.1-2.2
1.0,1.1-2.2
0.306619614529398,1.1-2.2
0.3677011604795254,1.1-2.2
0.822468809001165,1.1-2.2
1.0,1.1-2.2
0.6331095902286424,1.1-2.2
0.3267680334819692,1.1-2.2
0.4739028945433979,1.1-2.2
0.33459853924506555,1.1-2.2
0.25871648900019056,1.1-2.2
0.2850608254199987,1.1-2.2
0.4932616593345028,1.1-2.2
0.6302598225561254,1.1-2.2
0.6514382471517726,1.1-2.2
0.35303690465462156,1.1-2.2
0.7795731016660618,1.1-2.2
0.38979241334444825,1.1-2.2
0.54102672866625,1.1-2.2
0.3442230651693387,1.1-2.2
0.9294271160702203,1.1-2.2
0.10087931556954063,1.1-2.2
0.2478784504013037,1.1-2.2
0.1810294146250795,1.1-2.2
0.261876141849298,1.1-2.2
0.21923346582805453,1.1-2.2
0.5076819082500149,1.1-2.2
0.32706004609522743,1.1-2.2
0.2739759556999531,1.1-2.2
0.7011300338833609,1.1-2.2
0.1678202059147443,1.1-2.2
0.4866838838507004,1.1-2.2
0.2193426320085907,1.1-2.2
0.5357289153920203,1.1-2.2
0.2167424678963162,1.1-2.2
0.4806051522214369,1.1-2.2
0.43622521205606074,1.1-2.2
0.4509308134358257,1.1-2.2
0.31493281310849697,1.1-2.2
0.5186465991703143,1.1-2.2
0.3586913468381143,1.1-2.2
0.6353075504892963,1.1-2.2
0.7414148659763332,1.1-2.2
0.8073138703644003,1.1-2.2
0.7674769530516466,1.1-2.2
0.37187002818928105,1.1-2.2
0.41498050805538916,1.1-2.2
0.7048319749385848,1.1-2.2
0.347763356353516,1.1-2.2
0.5771020552676397,1.1-2.2
0.5554976361965567,1.1-2.2
0.37480389629209077,1.1-2.2
0.7692989190972201,1.1-2.2
0.18791816460820454,1.1-2.2
0.7394559454358836,1.1-2.2
0.1622490121046699,1.1-2.2
1.0,1.1-2.2
0.5736713190079243,1.1-2.2
0.23180364137919518,1.1-2.2
0.8743772952737224,1.1-2.2
0.8726432358047935,1.1-2.2
0.32366417772073686,1.1-2.2
0.1718359624718459,1.1-2.2
0.7928551024715317,1.1-2.2
1.0,1.1-2.2
0.42063661518074763,1.1-2.2
0.8125143491866832,1.1-2.2
0.750221975129168,1.1-2.2
0.9920796755781629,1.1-2.2
0.6945751637765984,1.1-2.2
0.8286192447365869,1.1-2.2
0.34894928649685925,1.1-2.2
0.3383901528191775,1.1-2.2
0.38019987110677106,1.1-2.2
0.7120550224538882,1.1-2.2
0.4391073236897449,1.1-2.2
0.7957570662210052,1.1-2.2
0.2892586173729369,1.1-2.2
0.3080849050267577,1.1-2.2
0.4264875334851218,1.1-2.2
0.5431133957859853,1.1-2.2
0.6380485185538534,1.1-2.2
0.4224497443424983,1.1-2.2
0.3289542220975477,1.1-2.2
0.19259539763931882,1.1-2.2
0.6614282374943293,1.1-2.2
0.2791315275501039,1.1-2.2
0.347103350320071,1.1-2.2
0.27155217624988137,1.1-2.2
0.3018949755820608,1.1-2.2
0.22123006009857735,1.1-2.2
0.20869607157100278,1.1-2.2
0.5765316408471671,1.1-2.2
0.20595845310970892,1.1-2.2
0.8718902701082846,1.1-2.2
0.7537938126187516,1.1-2.2
0.3601471645843261,1.1-2.2
0.8953189720196061,1.1-2.2
0.3351134697437951,1.1-2.2
0.676696732304104,1.1-2.2
0.2196769188371573,1.1-2.2
0.6685433136697505,1.1-2.2
0.40268786080902746,1.1-2.2
0.351495889869944,1.1-2.2
0.2501935506199291,1.1-2.2
0.31714844227674954,1.1-2.2
0.46365781476834933,1.1-2.2
0.4370982693601564,1.1-2.2
1.0,1.1-2.2
0.5481988510546042,1.1-2.2
0.5676888037331503,1.1-2.2
0.19124712501948438,1.1-2.2
0.21753201712528003,1.1-2.2
0.3221027965065491,1.1-2.2
0.9864618441914617,1.1-2.2
0.20572755829326658,1.1-2.2
0.8723779078328172,1.1-2.2
0.45532963914017993,1.1-2.2
0.15838149262429935,1.1-2.2
0.20184280742346086,1.1-2.2
0.20859367725272196,1.1-2.2
0.6119449580345439,1.1-2.2
0.37187734728222194,1.1-2.2
0.3256976576955106,1.1-2.2
0.2776076419182006,1.1-2.2
0.5112597477711759,1.1-2.2
0.2508917938939509,1.1-2.2
0.6201102475735673,1.1-2.2
0.8450723197738009,1.1-2.2
0.5286845359756203,1.1-2.2
0.3321486386508651,1.1-2.2
0.24829387654231455,1.1-2.2
0.5651461468424348,1.1-2.2
0.6916085633286253,1.1-2.2
0.33203265842917756,1.1-2.2
1.0,1.1-2.2
0.8587689658864532,1.1-2.2
0.5702878452924904,1.1-2.2
0.4725885057171318,1.1-2.2
0.6961130491795211,1.1-2.2
0.2597997564649615,1.1-2.2
0.3635625338135383,1.1-2.2
0.44589034511997977,1.1-2.2
0.39616954641082036,1.1-2.2
0.5688054001195825,1.1-2.2
0.6512097582189424,1.1-2.2
0.38130932992353567,1.1-2.2
0.24723423908886014,1.1-2.2
0.3884331216503219,1.1-2.2
1.0,1.1-2.2
0.2829327361523695,1.1-2.2
0.6722607219279042,1.1-2.2
0.4201259829444564,1.1-2.2
0.2888789116845789,1.1-2.2
0.7188923959500068,1.1-2.2
0.1621412553726571,1.1-2.2
0.2443222372994784,1.1-2.2
0.29281449383404,1.1-2.2
0.46737165529155056,1.1-2.2
0.5883409892244182,1.1-2.2
0.337503346465794,1.1-2.2
0.20375561220237218,1.1-2.2
0.4838770446380878,1.1-2.2
0.341572348380786,1.1-2.2
0.9770047143633238,1.1-2.2
0.2658588449062576,1.1-2.2
0.4150486104922432,1.1-2.2
1.0,1.1-2.2
0.3269867420820894,1.1-2.2
0.4634045671751591,1.1-2.2
0.9649004982883121,1.1-2.2
0.48985168869957296,1.1-2.2
0.4572714073377455,1.1-2.2
0.3875506063162501,1.1-2.2
0.5100027799806902,1.1-2.2
0.40892242609865254,1.1-2.2
0.6680883305319137,1.1-2.2
0.2284532700387159,1.1-2.2
0.5176684215916859,1.1-2.2
0.5580781986095029,1.1-2.2
0.24200788423683542,1.1-2.2
0.5001103627353473,1.1-2.2
0.12612064370059745,1.1-2.2
0.6493787699314857,1.1-2.2
0.6959838170391516,1.1-2.2
0.21491609449992868,1.1-2.2
0.6999773915555253,1.1-2.2
0.6786520651992733,1.1-2.2
0.6680007500667067,1.1-2.2
0.49210306132170467,1.1-2.2
0.35341610696753756,1.1-2.2
0.7876324413994922,1.1-2.2
0.3787891588063237,1.1-2.2
1.0,1.1-2.2
0.22029370225462802,1.1-2.2
0.2968253979770483,1.1-2.2
0.4331633342593998,1.1-2.2
1.0,1.1-2.2
0.3666755220907306,1.1-2.2
0.9288527387211962,1.1-2.2
0.2319338365701043,1.1-2.2
0.3539996583196697,1.1-2.2
0.2907460907274817,1.1-2.2
0.5299797540663553,1.1-2.2
0.7763561081581984,1.1-2.2
0.7153143726578116,1.1-2.2
0.8080614441234102,1.1-2.2
0.6102761560353341,1.1-2.2
0.6656436929116999,1.1-2.2
0.6850884744948503,1.1-2.2
0.3602292836149267,1.1-2.2
0.6845851205156999,1.1-2.2
0.5700302810146317,1.1-2.2
0.37252330525488275,1.1-2.2
0.42907483281118025,1.1-2.2
0.5417735966419502,1.1-2.2
0.3269654891703223,1.1-2.2
0.3961271513257103,1.1-2.2
0.514565242899982,1.1-2.2
0.5459098715528494,1.1-2.2
0.4666103458630684,1.1-2.2
1.0,1.1-2.2
0.31318728122274114,1.1-2.2
0.9240106233140066,1.1-2.2
0.31574411831698673,1.1-2.2
0.7596789622025497,1.1-2.2
0.3679070183768087,1.1-2.2
1.0,1.1-2.2
0.6782000226333944,1.1-2.2
0.2989466967739497,1.1-2.2
0.24034147911061393,1.1-2.2
0.3532333533357396,1.1-2.2
1.0,1.1-2.2
0.3975034040531474,1.1-2.2
0.35787714750845784,1.1-2.2
0.32697940011392695,1.1-2.2
0.9715964686671312,1.1-2.2
0.3550686580728236,1.1-2.2
0.41928943192668233,1.1-2.2
0.6137290008110912,1.1-2.2
0.4524364863967515,1.1-2.2
0.19320950588108607,1.1-2.2
0.560720527326545,1.1-2.2
0.47232827011237655,1.1-2.2
0.4692581723884359,1.1-2.2
0.5368541081848456,1.1-2.2
0.3113165607543574,1.1-2.2
1.0,1.1-2.2
0.34924281661169493,1.1-2.2
0.42452965345850235,1.1-2.2
0.473317897491627,1.1-2.2
0.41805155041890174,1.1-2.2
0.6838739922340178,1.1-2.2
0.24077156462975344,1.1-2.2
0.8351649394149355,1.1-2.2
0.4203591658961681,1.1-2.2
0.5614186002595503,1.1-2.2
0.8798223333053684,1.1-2.2
0.7608924320011059,1.1-2.2
0.5966635934971859,1.1-2.2
0.38532132449918605,1.1-2.2
0.3960203252707309,1.1-2.2
0.2700328382540602,1.1-2.2
0.29335501965713623,1.1-2.2
0.5381846402773071,1.1-2.2
1.0,1.1-2.2
0.6248840261874977,1.1-2.2
0.741707314963934,1.1-2.2
0.3802588219481267,1.1-2.2
0.42936277068625023,1.1-2.2
0.6801684899347592,1.1-2.2
0.42227116173413815,1.1-2.2
0.34250591454950025,1.1-2.2
0.2281663599752952,1.1-2.2
0.24508610580980913,1.1-2.2
0.484409827273094,1.1-2.2
0.18464699059680031,1.1-2.2
0.5102886900482569,1.1-2.2
0.5033974312144293,1.1-2.2
0.4041791543364135,1.1-2.2
0.5451426128250347,1.1-2.2
0.13913266130661367,1.1-2.2
0.5650181090476345,1.1-2.2
0.2934552289405505,1.1-2.2
0.46370555567509525,1.1-2.2
0.24856375300414876,1.1-2.2
0.5069659638551156,1.1-2.2
0.6216066871538877,1.1-2.2
0.4271274007140882,1.1-2.2
0.7222392777775972,1.1-2.2
0.5209039810650162,1.1-2.2
0.7003488673650496,1.1-2.2
0.6989621277728064,1.1-2.2
0.4592122730853136,1.1-2.2
0.24708434604447035,1.1-2.2
0.4095284366619549,1.1-2.2
0.4491062615325212,1.1-2.2
0.3234921779204269,1.1-2.2
0.3589477167841892,1.1-2.2
0.5002516890130446,1.1-2.2
0.8023260969012788,1.1-2.2
0.21881421000561366,1.1-2.2
0.47708010296503667,1.1-2.2
0.6053176913008632,1.1-2.2
0.3591999267473533,1.1-2.2
0.21391369667395027,1.1-2.2
0.19617622759346834,1.1-2.2
0.2075298338914767,1.1-2.2
0.7462143383915789,1.1-2.2
0.7435795475579208,1.1-2.2
1.0,1.1-2.2
0.55925473882278,1.1-2.2
0.5881297506030282,1.1-2.2
0.7570141359200286,1.1-2.2
0.3116652075934859,1.1-2.2
0.27509604474756205,1.1-2.2
0.32720842847219883,1.1-2.2
0.2811156662513126,1.1-2.2
0.5015122458735224,1.1-2.2
0.37533764500533084,1.1-2.2
0.13799811781071686,1.1-2.2
0.9171668843210784,1.1-2.2
0.6171502597383404,1.1-2.2
0.34083899309541815,1.1-2.2
0.6616114249774222,1.1-2.2
0.46015512161310856,1.1-2.2
0.8788720242626448,1.1-2.2
0.8461744440920643,1.1-2.2
0.32309137650934877,1.1-2.2
0.2101144651023065,1.1-2.2
0.25736639240938036,1.1-2.2
0.45038217951923276,1.1-2.2
0.8677494572701631,1.1-2.2
0.35383998610721,1.1-2.2
0.3583786443116261,1.1-2.2
0.7183788769786625,1.1-2.2
0.3230504913277982,1.1-2.2
0.25672633434415754,1.1-2.2
1.0,1.1-2.2
0.451849603763885,1.1-2.2
0.2896293098818509,1.1-2.2
0.5346102475791051,1.1-2.2
0.5359555283483969,1.1-2.2
0.7420595448154825,1.1-2.2
0.2635302943573564,1.1-2.2
0.6667666236088053,1.1-2.2
0.2800675874355212,1.1-2.2
0.2685072821982471,1.1-2.2
1.0,1.1-2.2
0.7553964122272098,1.1-2.2
0.3218388673198545,1.1-2.2
0.3474992281133054,1.1-2.2
0.22232371368465753,1.1-2.2
0.3835089461158797,1.1-2.2
0.309339718471463,1.1-2.2
0.3697512056147871,1.1-2.2
0.6658177916888394,1.1-2.2
0.7494084517416417,1.1-2.2
0.47245044907361955,1.1-2.2
0.3450230021175838,1.1-2.2
0.24606232414362186,1.1-2.2
0.7258667835480759,1.1-2.2
0.3112083323163138,1.1-2.2
0.24868883659381927,1.1-2.2
0.7329957488216443,1.1-2.2
0.3741008162777503,1.1-2.2
0.9825035536631036,1.1-2.2
0.39942027301053606,1.1-2.2
0.7602031808347517,1.1-2.2
0.3872715292416248,1.1-2.2
0.6958715578432745,1.1-2.2
0.4455288815193711,1.1-2.2
0.17482058329586223,1.1-2.2
0.18495188004381208,1.1-2.2
0.4891653154394503,1.1-2.2
0.7303154860045651,1.1-2.2
0.4825899276214947,1.1-2.2
0.28878809276466033,1.1-2.2
0.4609823009201279,1.1-2.2
0.9179438391108117,1.1-2.2
1.0,1.1-2.2
0.6831901537813178,1.1-2.2
0.286983685133341,1.1-2.2
0.599978360084854,1.1-2.2
0.7627475350782557,1.1-2.2
1.0,1.1-2.2
0.18042626933824582,1.1-2.2
0.6371234198239948,1.1-2.2
0.2686455426274759,1.1-2.2
0.4752339886265794,1.1-2.2
0.6800277035339453,1.1-2.2
0.24118127571871745,1.1-2.2
0.3418893416558618,1.1-2.2
0.3577096570606178,1.1-2.2
0.25848055166569767,1.1-2.2
0.20763219956407897,1.1-2.2
0.612649982823577,1.1-2.2
0.8402409830858327,1.1-2.2
0.3020826992876242,1.1-2.2
0.15961304400540782,1.1-2.2
0.3345065672205362,1.1-2.2
0.5495634137518189,1.1-2.2
0.7484622514155023,1.1-2.2
0.3812184677509433,1.1-2.2
0.7914433655625571,1.1-2.2
0.21983210202480458,1.1-2.2
0.23425469223363438,1.1-2.2
0.2076166341323137,1.1-2.2
0.9176535919063741,1.1-2.2
0.5514998101713642,1.1-2.2
0.903563956689037,1.1-2.2
1.0,1.1-2.2
0.5579484002812237,1.1-2.2
0.8344271957941461,1.1-2.2
0.6421719210681168,1.1-2.2
0.5705419604674491,1.1-2.2
0.17819672953915866,1.1-2.2
0.14450545461813932,1.1-2.2
0.2484263965077869,1.1-2.2
0.36032055733807505,1.1-2.2
0.16103763242362734,1.1-2.2
0.5676018994466275,1.1-2.2
0.3631518083832469,1.1-2.2
0.2935593529162986,1.1-2.2
0.29731563757443313,1.1-2.2
0.5818703898780451,1.1-2.2
0.4828753779595321,1.1-2.2
0.26753174054298623,1.1-2.2
1.0,1.1-2.2
0.5013261720766535,1.1-2.2
0.6535030361550069,1.1-2.2
0.6223573077658343,1.1-2.2
0.6466461677739331,1.1-2.2
0.2583521730254811,1.1-2.2
0.3047484632716895,1.1-2.2
1.0,1.1-2.2
0.3955785878629333,1.1-2.2
0.7444396177982496,1.1-2.2
0.512685697069433,1.1-2.2
0.8044121804923187,1.1-2.2
0.4071425847519017,1.1-2.2
0.2642476163847239,1.1-2.2
0.26961948189760493,1.1-2.2
0.2817140906797371,1.1-2.2
0.7872673299371848,1.1-2.2
0.38160499121814073,1.1-2.2
0.8434049867411498,1.1-2.2
0.2239473787161766,1.1-2.2
0.5839137962406964,1.1-2.2
0.3301444005292974,1.1-2.2
0.2780507758555112,1.1-2.2
0.1842116844152644,1.1-2.2
1.0,1.1-2.2
0.20956265437228463,1.1-2.2
0.698835799141969,1.1-2.2
0.6239964947951151,1.1-2.2
0.41948882878857513,1.1-2.2
0.20553500257303176,1.1-2.2
0.5544921313603246,1.1-2.2
0.3434050394819502,1.1-2.2
0.44214297242566314,1.1-2.2
0.23643985197339099,1.1-2.2
0.416870875175064,1.1-2.2
0.9378744891557099,1.1-2.2
0.5065843078732734,1.1-2.2
0.48350266442789896,1.1-2.2
0.16588965025914948,1.1-2.2
0.3494161742498041,1.1-2.2
0.31099333095786574,1.1-2.2
0.8082943345748704,1.1-2.2
0.1928600077920832,1.1-2.2
0.2851856410617044,1.1-2.2
0.3356850650236744,1.1-2.2
0.5464695034307102,1.1-2.2
0.7736569219665556,1.1-2.2
0.285175598019823,1.1-2.2
1.0,1.1-2.2
0.5938885258886946,1.1-2.2
0.30622114520089266,1.1-2.2
0.958206302049883,1.1-2.2
1.0,1.1-2.2
1.0,1.1-2.2
0.3063756047091923,1.1-2.2
0.46380766983871674,1.1-2.2
0.5823715670446128,1.1-2.2
0.557217271102383,1.1-2.2
0.2219554270168609,1.1-2.2
0.45277164345847376,1.1-2.2
0.3659989564648945,1.1-2.2
0.595841435370151,1.1-2.2
0.37648827906152543,1.1-2.2
0.5260371633354729,1.1-2.2
1.0,1.1-2.2
0.5808998754886193,1.1-2.2
0.3993941427290961,1.1-2.2
0.7349481617674628,1.1-2.2
0.5340989268938995,1.1-2.2
0.5060202433256312,1.1-2.2
0.4826957844770349,1.1-2.2
0.3627508715212544,1.1-2.2
0.18306079227956892,1.1-2.2
1.0,1.1-2.2
0.7928625670834853,1.1-2.2
0.9090930184569387,1.1-2.2
0.4970956946657473,1.1-2.2
0.5500230579639147,1.1-2.2
0.3981321849828924,1.1-2.2
0.20273278264163155,1.1-2.2
0.24998690676305999,1.1-2.2
0.2353352715487095,1.1-2.2
0.6557756407849428,1.1-2.2
0.6479801997530314,1.1-2.2
0.2160440443774612,1.1-2.2
0.4568172711785313,1.1-2.2
0.5200637291002049,1.1-2.2
0.1952815915294738,1.1-2.2
0.44554542806449604,1.1-2.2
0.163883025793926,1.1-2.2
0.316348799271008,1.1-2.2
1.0,1.1-2.2
0.5026274554151756,1.1-2.2
0.29762401739440697,1.1-2.2
0.2760957177203783,1.1-2.2
0.21670005245234264,1.1-2.2
0.3221443211712163,1.1-2.2
0.13587610150952736,1.1-2.2
0.32385867162884774,1.1-2.2
0.579832513651255,1.1-2.2
0.24860887918705527,1.1-2.2
0.4649950322947622,1.1-2.2
0.1395637944710866,1.1-2.2
0.2353741893039642,1.1-2.2
0.3601800378919373,1.1-2.2
0.4546976891389682,1.1-2.2
0.4424557788590583,1.1-2.2
0.33672092791484476,1.1-2.2
1.0,1.1-2.2
0.4415464760198048,1.1-2.2
0.744311701985522,1.1-2.2
1.0,1.1-2.2
0.8125895989273005,1.1-2.2
0.7576855902986434,1.1-2.2
0.5829749053328465,1.1-2.2
0.3321734094752526,1.1-2.2
0.49168334379065104,1.1-2.2
0.4324143188569481,1.1-2.2
0.7368405912921889,1.1-2.2
0.39512135318767777,1.1-2.2
0.639880236998346,1.1-2.2
0.48862315843664106,1.1-2.2
0.3216349931368661,1.1-2.2
0.26194413230037233,1.1-2.2
0.4296620071864414,1.1-2.2
0.2219006538746701,1.1-2.2
0.5925377315127667,1.1-2.2
1.0,1.1-2.2
0.4960546122455021,1.1-2.2
1.0,1.1-2.2
0.6197762656054349,1.1-2.2
0.3345575945094275,1.1-2.2
0.35646384031248274,1.1-2.2
1.0,1.1-2.2
0.42997895652681944,1.1-2.2
0.31284441191927725,1.1-2.2
0.22592391342870596,1.1-2.2
0.5191270916711279,1.1-2.2
0.2850102906458562,1.1-2.2
0.35230321398454917,1.1-2.2
0.6751581998819577,1.1-2.2
0.2315061520182543,1.1-2.2
0.37988145557648384,1.1-2.2
0.3710667006920132,1.1-2.2
0.227910280251988,1.1-2.2
0.39315999324939754,1.1-2.2
0.5701876526999451,1.1-2.2
0.47183866285187714,1.1-2.2
0.36194630125364774,1.1-2.2
0.4284289517406714,1.1-2.2
0.7971423588907298,1.1-2.2
0.14519719171526846,1.1-2.2
0.5079527351305051,1.1-2.2
0.5813362494640816,1.1-2.2
0.2662830449468663,1.1-2.2
0.41201826200684244,1.1-2.2
0.47974395059187513,1.1-2.2
0.4657324417563912,1.1-2.2
0.3743342993806143,1.1-2.2
0.5407968371540659,1.1-2.2
0.3141235188347642,1.1-2.2
0.18531891670147851,1.1-2.2
0.528652118830623,1.1-2.2
0.4630894165604596,1.1-2.2
0.1917134099410082,1.1-2.2
1.0,1.1-2.2
0.25696411825327437,1.1-2.2
0.6555730713634171,1.1-2.2
0.165088703051963,1.1-2.2
0.34394857552768804,1.1-2.2
0.530249114543345,1.1-2.2
0.18622074660729762,1.1-2.2
0.19413661296103601,1.1-2.2
0.3880802464400742,1.1-2.2
0.28826108819763085,1.1-2.2
0.7339691507799782,1.1-2.2
0.26555344838682043,1.1-2.2
0.2216063112932782,1.1-2.2
0.5983907770293496,1.1-2.2
0.8108406803853583,1.1-2.2
0.9265962179747738,1.1-2.2
0.47351436598486685,1.1-2.2
0.36314899270754236,1.1-2.2
0.6991238523893034,1.1-2.2
0.3027022868362263,1.1-2.2
0.4536394399313193,1.1-2.2
0.760419685632607,1.1-2.2
0.13819127530454622,1.1-2.2
0.18775186913906144,1.1-2.2
0.705314850201177,1.1-2.2
0.3307124758099278,1.1-2.2
0.3649256388291694,1.1-2.2
0.36770765625376495,1.1-2.2
0.3377695159860822,1.1-2.2
0.674314378277481,1.1-2.2
0.913751665517253,1.1-2.2
0.20249606224289823,1.1-2.2
0.22160801977227487,1.1-2.2
0.9309080570606376,1.1-2.2
0.2719723541576153,1.1-2.2
0.7961286361106381,1.1-2.2
0.5218738129077012,1.1-2.2
0.6907741677687044,1.1-2.2
0.24008120217590087,1.1-2.2
0.2102827090129721,1.1-2.2
0.3911985402058443,1.1-2.2
0.4397579466810788,1.1-2.2
0.285163639572053,1.1-2.2
0.7489224507510152,1.1-2.2
0.265457147051518,1.1-2.2
0.3281025636771558,1.1-2.2
1.0,1.1-2.2
0.6972439596492285,1.1-2.2
0.2497231800586856,1.1-2.2
0.3408606315857049,1.1-2.2
0.3426410140822054,1.1-2.2
0.2383419045089718,1.1-2.2
0.7074828598959698,1.1-2.2
0.608228467031262,1.1-2.2
0.5268413368246181,1.1-2.2
0.42985805894505863,1.1-2.2
0.8595051272935461,1.1-2.2
0.7029680487353097,1.1-2.2
0.46478812532135766,1.1-2.2
0.4552112123197187,1.1-2.2
0.29284378287399526,1.1-2.2
0.48516719296332955,1.1-2.2
0.18871970869141955,1.1-2.2
0.23038123251546694,1.1-2.2
0.4711136989680094,1.1-2.2
1.0,1.1-2.2
0.4886791726118274,1.1-2.2
0.27487781078453233,1.1-2.2
0.32716793165085256,1.1-2.2
0.8304637518917585,1.1-2.2
0.31843252461862065,1.1-2.2
0.26015087969288947,1.1-2.2
0.5895874572327556,1.1-2.2
0.6176048205497593,1.1-2.2
0.10676218595780666,1.1-2.2
0.2696999970065812,1.1-2.2
0.5858476382123189,1.1-2.2
0.46125163253851587,1.1-2.2
0.9548973874218906,1.1-2.2
0.44115913630554987,1.1-2.2
0.6662161733189961,1.1-2.2
0.21891405118197707,1.1-2.2
0.8440522517008989,1.1-2.2
0.41108990548659335,1.1-2.2
0.4726513952688819,1.1-2.2
0.4900043384531119,1.1-2.2
0.25669308652030004,1.1-2.2
0.6912560187688561,1.1-2.2
0.29796486857519494,1.1-2.2
0.3214221607092467,1.1-2.2
0.4592349769653967,1.1-2.2
0.6361774680425468,1.1-2.2
0.9446017933598558,1.1-2.2
0.2685774502976113,1.1-2.2
0.6096644148212809,1.1-2.2
0.5968916508120689,1.1-2.2
0.6485968421728984,1.1-2.2
0.26708177186309184,1.1-2.2
0.4710728295603874,1.1-2.2
0.3340695924048028,1.1-2.2
0.5902222649921278,1.1-2.2
0.4177156831427813,1.1-2.2
0.2480758183280239,1.1-2.2
0.4113939971799033,1.1-2.2
0.6118338711769323,1.1-2.2
0.38036547896032563,1.1-2.2
0.23867710843223253,1.1-2.2
0.6926201313068696,1.1-2.2
0.20810956453930335,1.1-2.2
1.0,1.1-2.2
0.2948278152541305,1.1-2.2
0.5324562070284964,1.1-2.2
0.43440847958515266,1.1-2.2
0.6500139906564947,1.1-2.2
0.29057398968503595,1.1-2.2
0.442028263843904,1.1-2.2
0.18383531400688585,1.1-2.2
1.0,1.1-2.2
0.2640025767259133,1.1-2.2
0.33433434773309845,1.1-2.2
0.4578625624274871,1.1-2.2
0.33731061091679404,1.1-2.2
0.15902615743275408,1.1-2.2
0.39656888040874055,1.1-2.2
0.6137621065130536,1.1-2.2
0.3425789910664638,1.1-2.2
0.3454331834245825,1.1-2.2
0.2594339139055396,1.1-2.2
0.43353051024840017,1.1-2.2
0.3777971722171401,1.1-2.2
0.13236365378388315,1.1-2.2
0.47545001654745916,1.1-2.2
0.21514359480364775,1.1-2.2
0.5478735017973264,1.1-2.2
0.47320378693435056,1.1-2.2
0.44087481358585845,1.1-2.2
0.7340626787510752,1.1-2.2
0.39489315629899374,1.1-2.2
0.1954113185858998,1.1-2.2
0.4905515731301843,1.1-2.2
1.0,1.1-2.2
0.19817472150149065,1.1-2.2
0.6836353681733535,1.1-2.2
0.4263254631567343,1.1-2.2
0.8482272923629008,1.1-2.2
0.40810531577799913,1.1-2.2
0.651413947874411,1.1-2.2
1.0,1.1-2.2
0.426329281435057,1.1-2.2
0.49499147214500994,1.1-2.2
0.23325621390421988,1.1-2.2
0.1855687493724045,1.1-2.2
0.7492961171245891,1.1-2.2
0.2987139689388895,1.1-2.2
1.0,1.1-2.2
0.6420051355926097,1.1-2.2
0.22190095594498213,1.1-2.2
0.4878790409505653,1.1-2.2
0.2588582947052251,1.1-2.2
0.39286103033378267,1.1-2.2
0.33255219576896056,1.1-2.2
0.21766597911334915,1.1-2.2
0.6465593490457646,1.1-2.2
0.21061146649543108,1.1-2.2
0.3539032362561927,1.1-2.2
0.1890774601199125,1.1-2.2
0.27352809906831504,1.1-2.2
1.0,1.1-2.2
0.672768488277583,1.1-2.2
0.4510464229214309,1.1-2.2
0.14800808052491723,1.1-2.2
0.16630875327706046,1.1-2.2
0.43655179871795036,1.1-2.2
0.27058258995335044,1.1-2.2
0.20742072240046616,1.1-2.2
0.3439250556064017,1.1-2.2
0.7421766885816797,1.1-2.2
0.46585323539686374,1.1-2.2
0.6345214733514944,1.1-2.2
0.7311131363745672,1.1-2.2
1.0,1.1-2.2
0.8854929457455842,1.1-2.2
0.3778800480135433,1.1-2.2
0.704711098937872,1.1-2.2
0.266317648484609,1.1-2.2
0.348154883350411,1.1-2.2
0.2003900907831017,1.1-2.2
0.2450368809154299,1.1-2.2
0.16879742351600097,1.1-2.2
0.4483337155513496,1.1-2.2
0.684684793462045,1.1-2.2
0.4638614129398761,1.1-2.2
0.7386069995226965,1.1-2.2
0.24767628998466149,1.1-2.2
0.677042939161586,1.1-2.2
0.5345350789914413,1.1-2.2
0.20541810468673666,1.1-2.2
1.0,1.1-2.2
0.1721773587190255,1.1-2.2
0.3459573392971672,1.1-2.2
0.6515571164052583,1.1-2.2
0.7980437123522522,1.1-2.2
0.29604502456926823,1.1-2.2
0.19548538674722402,1.1-2.2
0.7334203374206539,1.1-2.2
0.3625581473597785,1.1-2.2
0.27589858477056267,1.1-2.2
0.14956917185246224,1.1-2.2
0.21225955239995106,1.1-2.2
0.578982894298764,1.1-2.2
0.5159265985312896,1.1-2.2
0.3225048528410231,1.1-2.2
0.44857415764527186,1.1-2.2
1.0,1.1-2.2
0.37754168706872604,1.1-2.2
0.6759942135074208,1.1-2.2
0.20114724881550114,1.1-2.2
0.29684499626815586,1.1-2.2
